"NUTS_ID","pop_95","pop_21","pop_50","k_95","k_19","CNTR_CODE","ISO","emi_hist","pop_2000","eu_nhbc","eu_nhb","eu_pcc_nhb","eu_epc_s"
"FRC2",1111540,1180397,1126458,90.25041761935783,137.8227505006493,"FR","FRA",186971484.16349575,1121512,-1.5552122654020253,-1.5597143698413822,-1.4954311260843582,0.07113423741947017
"FRD1",1408316,1477349,1370197,94.949229906214,144.99837639295384,"FR","FRA",227289204.66294578,1426928,-1.9297765577956933,-1.9353784781415773,-1.8553915262721723,0.09386898093684143
"FRD2",1771034,1858580,1783414,123.84335347894788,189.12302078956517,"FR","FRA",297303305.2661289,1784575,-2.4689817782041485,-2.476127540432505,-2.3740968609263806,0.11236336085712229
"FRE1",3986346,4074448,3984575,214.4715694558535,327.52271276201435,"FR","FRA",610277353.2960908,3997864,-5.468837998477703,-5.484824766120863,-5.256557897785176,0.306244298721956
"FRE2",1846150,1932422,1851569,164.603501103015,251.36844640138526,"FR","FRA",305670450.2359332,1862938,-2.566528005984447,-2.5739672059981142,-2.4677466786253413,0.12081900894723119
"FRF1",1687475,1884150,1996307,112.7018081805456,172.10860181668258,"FR","FRA",317837546.91000885,1743955,-2.5943710419819115,-2.6018618226215815,-2.494904801904608,0.11160903041057246
"FRF2",1350114,1333248,1226221,110.13698684833011,168.1918251427001,"FR","FRA",211387042.76220417,1342007,-1.7745548275274219,-1.779698326186248,-1.7062569428281007,0.08348981997598959
"FRF3",2315488,2337788,2222723,191.64281881827517,292.6605892798329,"FR","FRA",370768216.5251058,2314909,-3.1326258714995725,-3.1417135787071278,-3.0119548613151377,0.15023018720713116
"FRG0",3145757,3737632,4063404,201.35206129479087,307.48771738282915,"FR","FRA",572865997.8703772,3248994,-5.023602062963356,-5.038246911203387,-4.829140622826596,0.2667233926872534
"FRH0",2840680,3306529,3464268,168.16059097524004,256.80053107090714,"FR","FRA",505963188.78402615,2927612,-4.396420305552903,-4.409221593525535,-4.226438558117747,0.22793486131082752
"FRI1",2855720,3393297,3824516,216.3180479713395,330.342497472795,"FR","FRA",525333510.51377565,2933223,-4.63847296022444,-4.652006969464739,-4.458761782303279,0.25057146191216895
"FRI2",716942,736015,690825,47.79061566748284,72.98175757138148,"FR","FRA",113684705.8160866,713249,-0.9682829907917345,-0.9710949890784492,-0.930943905569817,0.047527202228007076
"FRI3",1619284,1806291,1763131,129.09702971088007,197.14598763697256,"FR","FRA",273800456.2493453,1650378,-2.351453726054882,-2.3582901046643316,-2.2606769554168795,0.1181292419116392
"FRJ1",2209034,2793303,3138368,187.08469478289564,285.6998105017369,"FR","FRA",394768829.8181845,2322072,-3.7182992557162686,-3.7292351094709195,-3.5730876539708,0.2321838458672073
"FRJ2",2494806,3015132,3381300,186.73187845131096,285.1610194520862,"FR","FRA",466347318.62749213,2578254,-4.093666553667641,-4.105602004105142,-3.9351818194651567,0.21791225133236092
"FRK1",1312232,1363392,1356340,97.47898874584966,148.86160861479715,"FR","FRA",213654810.40115398,1312227,-1.837894545303025,-1.8432389971139576,-1.7669283066052095,0.09274269985364952
"FRK2",5525090,6553497,7340144,400.0402497158282,610.9073950143826,"FR","FRA",1078318097.3408055,5688524,-9.008297092975726,-9.03439015651381,-8.661820664539567,0.41759766461549175
"FRL0",4405312,5021928,5222837,250.87301097108895,383.1118936672801,"FR","FRA",808575824.4573296,4541508,-6.751704527724067,-6.77125999375427,-6.492037508684327,0.31253936480677325
"FRM0",258416,330455,396168,30.313716241060245,46.29252540259718,"FR","FRA",47752527.870439656,264539,-0.4498959113896882,-0.4512191371968895,-0.4323254735212301,0.02810802942788579
"FRY1",NA,429856,323848,14.319083688450506,21.866884947997576,"FR","FRA",82385569.57772687,859179.4,-0.8024424804807133,-0.8048117794079326,-0.7709817733467136,0.05344637690261762
"FRY2",NA,376480,276254,11.590783484581497,17.70045726591607,"FR","FRA",55503639.03807773,383575,-0.4571126224514853,-0.4584340898510131,-0.43956553357804085,0.02025610871939537
"FRY3",NA,269352,438709,4.6488482349298925,7.099325048006192,"FR","FRA",26960838.57128595,162018,-0.392597025794015,-0.3938001271225655,-0.37662165936168535,0.0420129803895411
"FRY4",NA,852924,880556,12.06719510251011,18.427992509357452,"FR","FRA",107819850.35032406,716314,-1.0797646077698495,-1.0829627267465602,-1.0372984236382985,0.07552836320421213
"FRY5",NA,240987,485198,0.5684506609506996,0.8680894303067815,"FR","FRA",41050032.788535565,1219849.4,-1.0788376307656986,-1.0822524011891714,-1.0334946430200322,0.15471881177351818
"HR02",1207704.856,1086329.157,941310.3649,NA,NA,"HR","HRV",132431721.88856106,939388.8,-1.39700984209766,-1.3829004527641553,-1.0971053092362058,0.07010808215624184
"HR03",1580347.735,1421521.006,1231756,30.293158700140687,51.74389609976486,"HR","HRV",175956330.00432312,1001760,-1.6777677400642232,-1.6610114467586494,-1.3216014881085572,0.06457969054258103
"HR05",933526.1083,839705.6818,727609.7276,NA,NA,"HR","HRV",136300842.8597448,1367676.4,-1.5451667805874814,-1.5294475160229268,-1.211043270014021,0.08934866537750843
"HR06",937314.3001,843113.156,730562.3234,NA,NA,"HR","HRV",117886811.24737102,495039.4,-0.9419788044953252,-0.9327840899944633,-0.7465389812687251,0.014103002715037838
"HU11",1806438.031,1759407,1721777,12.98689130041195,23.08226443829153,"HU","HUN",342880922.951193,912378.4,-2.050646528184239,-2.0463753702719676,-1.7597303909435098,-0.030338765148073044
"HU12",1100674.969,1234541,1379555,32.85558435175177,58.395906205642255,"HU","HUN",202202852.30463412,865222,-1.657528134942941,-1.6538883356187117,-1.409614950395502,0.06413961456987685
"HU21",1122945,1060703,995843,37.41459130207768,66.49886183753344,"HU","HUN",175351888.49863595,1119047,-1.5464693255531534,-1.5430401318324325,-1.3129008620186762,0.07557950458327575
"HU22",1010586,983933,998534,27.633789740611046,49.11494425187795,"HU","HUN",158684132.87453708,1004598,-1.4573470486393707,-1.4540990652094168,-1.2361211392555522,0.07898718964670795
"HU23",1013057,900868,779239,29.631013520659977,52.66471196511594,"HU","HUN",138969015.84479442,999690,-1.2922774958044876,-1.2893930468939492,-1.0958125670058627,0.0721006531043292
"HU31",1320843,1153714,988216,35.2928100242744,62.72771172919937,"HU","HUN",174285681.73166096,1304597,-1.6607534810996087,-1.657035793682113,-1.4075352004410993,0.09775624960581628
"HU32",1566304,1474383,1281525,39.59941082569566,70.38205303606858,"HU","HUN",217494664.7561013,1564136,-2.0623827757434317,-2.057768671542976,-1.748107958845161,0.12014260194281257
"HU33",1395788,1262936,1125663,41.060429767850856,72.97879653627093,"HU","HUN",194549949.03844303,1383497,-1.8212790121857994,-1.8172105283798878,-1.544167367626428,0.10316152260566586
"IE04",646744.6522,839204,1083972,36.10038705957906,136.13463370881755,"IE","IRL",219903636.7359986,1314518,-1.4805553615578855,-1.6295141728813953,-1.3575596784517745,0.12973857646404868
"IE05",1212569.816,1575504,2000408,66.07560625702412,249.17124683573726,"IE","IRL",406002452.09054184,1455814.2,-2.222600594170641,-2.4372501239089037,-2.0453639117348144,0.09783170161413757
"IE06",1738302.532,2311578,3128811,56.89985043339683,214.5694527887785,"IE","IRL",642616855.1734596,2003043,-3.3399308304804656,-3.6586458852548436,-3.0767669697469087,0.10548415436984271
"ITC1",4261168,4404246,4020563,306.55185908807226,438.78719521850644,"IT","ITA",967140621.0401772,4225083,-5.352767341150173,-5.055748656899394,-4.4836931298373965,0.1646989192719257
"ITC2",116653,127329,118033,19.937705843650004,28.538107882468903,"IT","ITA",28082007.286875203,118861,-0.15407924949612567,-0.1455460255150205,-0.12911110676786292,0.004435274689903242
"ITC3",1641159,1571053,1414382,75.98360830305528,108.76017672527144,"IT","ITA",339309233.3980112,1587787,-1.9360783142785032,-1.8279363583567383,-1.6196558464812356,0.07278383740556743
"ITC4",8875974,10008349,10447894,534.3371384324131,764.8307694864801,"IT","ITA",2358606557.62773,8971148,-12.687047709981133,-11.987549052841281,-10.640320429838415,0.3069504612621685
"ITF1",1254352,1326513,1212877,136.26025341551525,195.03797691463166,"IT","ITA",239988491.12726808,1261117,-1.555836175079721,-1.4667197562176548,-1.2950822712203336,0.09960457795366265
"ITF2",329214,312027,266362,38.93330692747778,55.72772123486342,"IT","ITA",54316173.21610479,322772,-0.3676599442348075,-0.34643858625662144,-0.3055664264670618,0.026551372606530614
"ITF3",5691818,5850850,5316666,230.11917081643716,329.3842217396021,"IT","ITA",948891322.175726,5717694,-6.817756424474919,-6.420284705612695,-5.654757465467795,0.565741363976245
"ITF4",4055934,4077166,3546358,279.9068489415857,400.64849560818527,"IT","ITA",665855350.5177622,4034887,-4.698105903561187,-4.425019790613482,-3.8990581977605823,0.37478511061692976
"ITF5",609799,573694,469676,60.955080936306416,87.24888858258315,"IT","ITA",96728525.05412056,601399,-0.6664031314150792,-0.6278216440174996,-0.5535140186782685,0.0502927071986084
"ITF6",2064883,1970521,1762948,132.97522742551533,190.3359100452285,"IT","ITA",306686806.8692448,2028592,-2.3233000757830267,-2.1867239697891243,-1.9236795202606523,0.2137593644404318
"ITG1",5004913,5074261,4446504,297.4920018131045,425.81924462577825,"IT","ITA",803494302.1800557,4994427,-5.824859427036833,-5.484785052788607,-4.8298046232187515,0.492416170226628
"ITG2",1651147,1658138,1374637,145.33696623890157,208.03005392706723,"IT","ITA",279971901.56123847,1638573,-1.8826133791728943,-1.7740737123509995,-1.5650272125742102,0.1336367133688508
"ITH1",446195,520891,645520,35.926999470255915,51.42460194847906,"IT","ITA",127622980.22623384,458553,-0.714848292803563,-0.6750781753650008,-0.5984812584066543,0.023927726266744914
"ITH2",455982,538223,574451,56.78453667046078,81.27932302069472,"IT","ITA",118481115.15682772,470505,-0.6742637615303514,-0.6366231138212506,-0.5641275379334915,0.024954889576624784
"ITH3",4400073,4915123,4964450,410.2706703299707,587.24653391446,"IT","ITA",1047418720.3684462,4485059,-6.07334624167119,-5.7329628769237955,-5.077387334210454,0.24966921218833327
"ITH4",1183131,1221218,1186076,118.18327972049818,169.16325343629055,"IT","ITA",265543086.13687298,1178264,-1.5230688978713165,-1.4379023559264543,-1.2738723011734652,0.05899831410532963
"ITH5",3781814.158,4448146,4667688,351.9769600921781,503.8070346721061,"IT","ITA",1014517375.8060358,3794790.8,-5.515471351230687,-5.210642073006021,-4.623543406608629,0.14708574357271464
"ITI1",3505309,3744398,3624515,262.74729866763505,376.0869386882041,"IT","ITA",781649747.4134314,3491580,-4.566500124793341,-4.310169308032162,-3.816478276929414,0.19514184582465488
"ITI2",813664,891181,819100,82.20872352434708,117.67058051792273,"IT","ITA",175152588.25318846,820844,-1.0473925832619564,-0.9883197090293057,-0.874545842279246,0.04995451228175943
"ITI3",1387670.904,1543752,1411898,149.72241874708365,214.30723134022503,"IT","ITA",305222083.9453478,1324557.8,-1.760665802348972,-1.6620951747442447,-1.472248961973182,0.07039783410065942
"ITI4",5154261,5888472,5834434,281.7362779288698,403.26707380428496,"IT","ITA",1212753040.6393015,5119323,-7.038747678875275,-6.644179382862719,-5.8842441110909185,0.290815665508219
"LT01",887779.8603,805380,788703,15.772234268003093,27.036683017756033,"LT","LTU",150151531.23372197,1018372.6,-1.4552070182093342,-1.3726601740070685,-0.8190375546807969,0.10785331113223648
"LT02",2755211.14,2083178,1349236,51.87766156533024,88.92842114891063,"LT","LTU",347447944.76627797,1400740.2,-2.333458673294926,-2.2078403223297873,-1.365347054793605,0.045179334353166456
"LU00",405650,576249,769048,34.25245833333333,79.59752083333333,"LU","LUX",250856087,433600,-0.926690347272292,-1.0468815596793832,-1.1359514360427838,0.04095781990391639
"LV00",2500580,1968957,1395039,107.99847916666666,139.0131875,"LV","LVA",323095632,2381715,0.17051209983327598,0.1542720539773879,0.9723002209251834,0.10241749020884994
"MT00",369451,450415,668373,6.747586588541666,19.985295572916666,"MT","MLT",157438734.7,380201,-0.6452019811403931,-0.7587226575158257,-0.8267491351643512,0.03406171084501253
"NL11",557995,583721,542010,44.1498523538986,69.10086244552433,"NL","NLD",151657243.5471919,562646,-0.9197190184614827,-0.9680842952498024,-0.9188942719629583,0.04252172636401094
"NL12",609579,646040,620648,52.52673552079167,82.2118882038379,"NL","NLD",172754568.31126162,624500,-1.0384997259992472,-1.093016179684759,-1.037570086859873,0.046120408176436284
"NL13",454864,488629,450633,42.60904160338333,66.68927223515438,"NL","NLD",132369952.3532471,469806,-0.7723465713553029,-0.812646254697234,-0.7716593629914725,0.02942693001203006
"NL21",1050389,1144280,1182994,69.59651193719618,108.92854090452731,"NL","NLD",309680416.08185506,1077625,-1.8814774656112734,-1.9804543992883046,-1.879789666328286,0.08769638609157582
"NL22",1864732,2035351,2160732,132.85974233449852,207.9445862244949,"NL","NLD",576976302.8998473,1919158,-3.4137033517323037,-3.59233363040358,-3.4106572677098885,0.1401961358964996
"NL23",262325,404068,442514,28.064206674919962,43.924515750167984,"NL","NLD",111365316.9700894,317206,-0.6395948215741336,-0.6728577270230899,-0.6390276075184829,0.02218001028195922
"NL31",1063460,1273613,1477933,58.83228769913125,92.08098335337229,"NL","NLD",190832720.50176677,NA,NA,NA,NA,NA
"NL32",2463611,2784854,3068194,113.85675854181082,178.20218621402043,"NL","NLD",846608170.2645836,2518354,-4.730906967830416,-4.975503421668745,-4.726735998857415,0.1354080737059289
"NL33",3325064,3622303,4101352,137.56117710669895,215.3030071516204,"NL","NLD",495527788.10884666,NA,NA,NA,NA,NA
"NL34",365846,381252,373907,29.596646297418854,46.32300394241708,"NL","NLD",106873774.23549478,371866,-0.6254059997094482,-0.6580582621026779,-0.6248491986144068,0.02421991730973512
"NL41",2276207,2498749,2668874,158.2912292482664,247.74851727565385,"NL","NLD",720370143.2696269,2356004,-4.214142607645661,-4.434147401262441,-4.210390986746474,0.16291445751963707
"NL42",1130050,1116260,1052501,71.10697734865208,111.29263629920918,"NL","NLD",301397483.45618916,1141192,-1.8266612209428417,-1.92270792610137,-1.8250233892372358,0.08421491265754788
"PL21",3179728,3330031,3278958,26.41746968108589,77.85023497824507,"PL","POL",649637766.0519254,3211151,-4.454799617803227,-4.195769607790937,-3.284741714155933,0.27220532410743725
"PL22",4917696,4520567,3793196,34.16824239433403,100.69116123930002,"PL","POL",946994352.7810752,4783570,-5.975566722613016,-5.633255093817095,-4.42931952614322,0.27123364200510747
"PL41",3324822,3450966,3244419,31.594490728058844,93.1065146242372,"PL","POL",703947212.4127252,3339749,-4.56425601448703,-4.301471968338869,-3.377240849203735,0.2312558443076459
"PL42",1716700,1684025,1420131,12.466850922739123,36.73884310233068,"PL","POL",334307845.848579,1696925,-2.1618430353149662,-2.037436642927894,-1.5998900682829453,0.10843302880233713
"PL43",1012045,1005159,864941,8.743838707732502,25.76741475343559,"PL","POL",193708470.55797976,1007967,-1.2917975894679743,-1.21704701470997,-0.9541436597413324,0.0723159210669054
"PL51",2988327,2864624,2533891,25.05523118197018,73.83582373701636,"PL","POL",588323632.2988162,2917139,-3.784271714026241,-3.5667129094703713,-2.801542343145335,0.1859305966750563
"PL52",1095398,952557,798822,11.981377014687967,35.30818913456445,"PL","POL",190674343.20382783,1074205,-1.2888332320145066,-1.2140779077875499,-0.9511578485818429,0.07536695096117321
"PL61",2090331,2062006,1775505,16.171605586863105,47.656467864300154,"PL","POL",397287713.17873085,2068864,-2.6512477411004958,-2.4978131931505403,-1.95817242711322,0.14875935608818885
"PL62",1449121,1414734,1196632,11.547699858920598,34.030176179926364,"PL","POL",266500755.84032854,1424772,-1.8034343418291416,-1.6988101661232704,-1.3308391251921587,0.1058386245793399
"PL63",2158019,2277059,2273660,16.41868574682552,48.38459393934619,"PL","POL",449465293.2414726,2166230,-3.052580287761917,-2.875377601157814,-2.2521425160966664,0.1811684784821846
"PL71",2500806.61,2479350,2030186,24.830671349087666,73.17406331985212,"PL","POL",377464818.2565773,792455,-2.032383996715544,-1.9197281497195844,-1.5235091209301137,0.023457893804270047
"PL72",1250360.858,1241895,990773,14.403277332652912,42.44534159933856,"PL","POL",221312609.0979932,1183459.4,-1.4960687318875605,-1.4092918471940916,-1.1040910618690716,0.08751134352600856
"PL81",2137410.668,2118528,1746418,19.659199954145116,57.934138068123715,"PL","POL",306878627.9834524,1134118.4,-1.9957419770983944,-1.8807754376253647,-1.4764295307953008,0.10226743971626207
"PL82",2117779.014,2083496,1919343,18.416399618292488,54.271701833875255,"PL","POL",294829548.69892085,1278808.4,-2.1699111079462337,-2.042268076193944,-1.5933379991385603,0.1594299667226987
"PL84",1173093.692,1158945,1014946,10.413238382270242,30.687006164130715,"PL","POL",212087042.55776152,756255.4,-1.2505454103676854,-1.1798540989620092,-0.9312274764129316,0.03949113153308803
"PL91",3078846.392,2979942,3215944,18.145351395937883,53.47294373722646,"PL","POL",627405578.315023,1320832.2,-3.287325115286318,-3.106255554742802,-2.469420385197973,0.016989730233639477
"PL92",2369652.302,2343325,2004439,26.228057644395946,77.29205239141778,"PL","POL",356659049.6748114,1298691.8,-2.293290208181511,-2.1614572907072587,-1.6977910726013827,0.11251154574547623
"PT11",3551449,3603778,3061456,159.85350342408756,261.2575023373864,"PT","PRT",1453707211.3711386,3652110,-6.62661107451396,-6.6338062060076695,-5.428495620478311,-0.2653779619699914
"PT15",357495,441929,440108,35.303810753772446,57.698988279618305,"PT","PRT",194522674.76738295,385298,-0.8305104472956135,-0.8313950598406747,-0.6832069599308139,-0.048422361993038704
"PT16",2282411,2256364,1876403,171.84583264362075,280.8572352928219,"PT","PRT",NA,NA,NA,NA,NA,NA
"PT17",2551871,2812678,3020855,72.16778962004621,117.94784638108943,"PT","PRT",NA,NA,NA,NA,NA,NA
"PT18",779171,724391,544312,71.44310999993473,116.76346203235954,"PT","PRT",NA,NA,NA,NA,NA,NA
"PT20",239757,245766,214674,10.330716364805243,16.88406632956088,"PT","PRT",103367486.17422658,240759,-0.45428548193128393,-0.454773583235654,-0.37300806310828916,-0.02275394114577038
"PT30",246505,256424,217539,10.438403860399697,17.060066013830145,"PT","PRT",107834437.68725237,242823,-0.46255030228799593,-0.4630436861505671,-0.38039324497288807,-0.02634843905212897
"RO11",2888806,2576567,2150126,30.85913346259554,70.03922121641943,"RO","ROU",268121806.8450055,2849982,-0.5144769199453081,-3.5051850353684015,1.5557865334606462,0.15178423594067547
"RO12",2684501,2341964,1931582,34.46620271665004,78.22598127998019,"RO","ROU",248300234.85819304,2644115,-0.47374463564867897,-3.2106003498886717,1.4207940969065507,0.1359640290849682
"RO21",3780653,3256734,2715076,52.63184919664797,119.4555165776584,"RO","ROU",324391924.1515738,3820101,-0.6463798230060577,-4.555256769189288,2.0594693515796036,0.22442828392673136
"RO22",2957707,2469868,1729871,30.891933170560907,70.1136648492844,"RO","ROU",259678563.2044288,2936219,-0.48957662334356794,-3.2804989854794546,1.4423887656646273,0.1321768501550103
"RO31",3532198,3031555,2074066,48.527617245830726,110.14037459950748,"RO","ROU",302723989.372982,3471322,-0.5759450253836162,-3.8928007602537105,1.7200882025698472,0.16297433770139358
"RO32",2337293,2288203,2116912,11.380824697380845,25.830410940453636,"RO","ROU",308482751.6907422,2285544,-0.5253915756199664,-3.158626875136115,1.2974178041029842,0.06123283795213713
"RO41",2441803,1993482,1343275,22.977992674012715,52.15184392507823,"RO","ROU",204004041.87042636,2403632,-0.3886139938477267,-2.629746619910123,1.1627694213526936,0.11065893962036694
"RO42",2089433,1802212,1441929,19.779571836321267,44.89256994495154,"RO","ROU",198412082.00664818,2044570,-0.3701917426597964,-2.455566869299961,1.073371368384286,0.09438199329457209
"SE11",1708502,2231439,2990792,43.21414318275892,61.84840185383868,"SE","SWE",456967845.23443776,1803377,-3.437936536146705,-3.562194433552285,-3.0259721407336544,0.10826172167042025
"SE12",1500619,1638825,2041637,106.04872943796254,151.77772718133934,"SE","SWE",289122932.9421207,1490348,-2.4852776162191943,-2.576821537546967,-2.1817730745284525,0.12729591918104294
"SE21",812447,834276,994408,49.37239892226986,70.66214308862821,"SE","SWE",148655892.09514305,798344,-1.2633720363467014,-1.3098375643849598,-1.109320313554798,0.0627084625047507
"SE22",1259002,1459880,1885343,36.53245604341778,52.28552172202871,"SE","SWE",257236912.14315695,1274411,-2.2219418995945377,-2.3038381340324294,-1.9504232805671389,0.1152961347615084
"SE23",1745437,1963466,2479064,84.02889508331668,120.26277712988372,"SE","SWE",361290898.84018207,1762246,-2.998497121326938,-3.1084257164276243,-2.634040067370491,0.1387569331009204
"SE31",866355,838747,928344,88.93194724613095,127.28006170714812,"SE","SWE",146163224.93004292,837892,-1.244391972552857,-1.290170244383083,-1.0926187776786747,0.06207490963128959
"SE32",396596,371273,390727,58.955677826363406,84.37780284916387,"SE","SWE",65866915.35986044,380004,-0.5451001213889977,-0.5650763494955371,-0.4788709729294636,0.025001793968106117
"SE33",527423,513111,543749,90.41612725777988,129.40423113463595,"SE","SWE",91205276.45505601,514804,-0.7494034648525141,-0.7768396211649781,-0.6584416846863016,0.033597469075157496
"SI03",1090821.669,1092193,1034940,52.61708623291353,85.5535169321903,"SI","SVN",231873703.25237823,945941.6,-1.3491103531021928,-1.4038939559516135,-1.2662453875712267,0.03774059365559701
"SI04",898655.3309,971995,1008811,40.408549183753124,65.70286848447634,"SI","SVN",224295054.7476218,1280701,-1.5156022770828428,-1.5789214154538507,-1.4198265714764435,0.08732638095170125
"SK01",616955.8098,633288,776992,8.876096779220939,15.890499707913953,"SK","SVK",158325170.49561867,616982,-0.9321890248028217,-0.8860949285282068,-0.702034216619467,0.018635385750617767
"SK02",1871372.087,1832159,1592792,49.088647753503054,87.88132466232483,"SK","SVK",340837638.07440686,1876416,-2.266766438951169,-2.1520512379871164,-1.6939760556383094,0.09956726001830751
"SK03",1346445.261,1343458,1194034,36.021515568383656,64.4877919715808,"SK","SVK",244763980.19064716,1355514,-1.6601440676393522,-1.57583897230131,-1.2391959503184724,0.0788930121610607
"SK04",1521433.842,1617347,1583397,35.219354482225675,63.051716991513715,"SK","SVK",272926859.2393274,1549745,-2.0122888159270267,-1.9086862028294802,-1.494985267925979,0.12481553130629675
